date,game,# of registrations,max ccu,avg ccu,# of unique users, revenue ,# of paying users,paying rate,arpu,arppu
7/1/15,Queen Bee,190,"2,897","2,528","9,765","$5,243",105,1.08%,$0.54,$49.94
7/2/15,Z Force,287,"1,603",985,"5,163","$6,290",364,7.05%,$1.22,$17.28
7/2/15,Ranger Danger,"4,036","6,741","4,934","19,063","$11,544",760,3.99%,$0.61,$15.19
7/2/15,Queen Bee,117,"3,241","2,511","9,818","$10,474",262,2.67%,$1.07,$39.98
7/3/15,Z Force,296,"1,575","1,020","5,243","$6,618",357,6.81%,$1.26,$18.54
7/3/15,Ranger Danger,"2,794","5,820","4,747","17,964","$10,761",726,4.04%,$0.60,$14.82
7/3/15,Queen Bee,164,"3,894","3,393","10,989","$7,717",215,1.96%,$0.70,$35.89
7/4/15,Z Force,328,"1,391",996,"5,072","$4,701",329,6.49%,$0.93,$14.29
7/4/15,Ranger Danger,"2,270","6,221","4,898","16,954","$8,106",632,3.73%,$0.48,$12.83
7/4/15,Queen Bee,147,"5,257","4,639","11,044","$15,096",245,2.22%,$1.37,$61.62
7/5/15,Z Force,336,"1,561","1,008","5,329","$4,787",357,6.70%,$0.90,$13.41
7/5/15,Ranger Danger,"3,273","5,817","4,580","18,394","$9,108",660,3.59%,$0.50,$13.80
7/5/15,Queen Bee,128,"4,101","3,457","10,651","$2,845",111,1.04%,$0.27,$25.63
7/6/15,Z Force,334,"1,596",994,"5,239","$6,835",365,6.97%,$1.30,$18.73
7/6/15,Ranger Danger,"4,048","6,332","4,830","18,868","$8,168",627,3.32%,$0.43,$13.03
7/6/15,Queen Bee,127,"3,585","3,077","10,315","$4,082",117,1.13%,$0.40,$34.89
7/7/15,Z Force,298,"1,522",930,"5,138","$5,069",314,6.11%,$0.99,$16.14
7/7/15,Ranger Danger,"3,170","5,666","4,433","18,833","$7,355",607,3.22%,$0.39,$12.12
7/7/15,Queen Bee,137,"3,547","3,073","10,173","$4,267",103,1.01%,$0.42,$41.42
7/8/15,Z Force,294,"1,555",891,"5,300","$4,549",315,5.94%,$0.86,$14.44
7/8/15,Ranger Danger,"3,750","6,235","4,159","18,479","$6,452",556,3.01%,$0.35,$11.60
7/8/15,Queen Bee,182,"3,497","2,993","10,261","$4,622",109,1.06%,$0.45,$42.40
7/9/15,Z Force,341,"1,696",994,"5,629","$4,741",320,5.69%,$0.84,$14.82
7/9/15,Ranger Danger,"3,128","5,373","4,278","18,679","$12,624",725,3.88%,$0.68,$17.41
7/9/15,Queen Bee,149,"3,003","2,571","9,897","$2,415",89,0.90%,$0.24,$27.13
7/10/15,Z Force,279,"1,647","1,038","5,523","$4,508",337,6.10%,$0.82,$13.38
7/10/15,Ranger Danger,"3,812","6,047","4,776","18,637","$15,093",751,4.03%,$0.81,$20.10
7/10/15,Queen Bee,106,"3,511","3,079","10,145","$2,352",87,0.86%,$0.23,$27.04
7/11/15,Z Force,306,"1,655","1,059","5,610","$5,127",350,6.24%,$0.91,$14.65
7/11/15,Ranger Danger,"2,504","6,372","5,059","18,236","$13,265",793,4.35%,$0.73,$16.73
7/11/15,Queen Bee,88,"4,048","3,418","10,231","$2,259",82,0.80%,$0.22,$27.54
7/12/15,Z Force,317,"1,691","1,089","5,630","$5,115",327,5.81%,$0.91,$15.64
7/12/15,Ranger Danger,"3,399","6,129","4,979","19,243","$15,243",800,4.16%,$0.79,$19.05
7/12/15,Queen Bee,114,"3,782","3,249","10,243","$1,542",65,0.64%,$0.15,$23.72
7/13/15,Z Force,343,"1,620","1,008","5,492","$4,576",322,5.86%,$0.83,$14.21
7/13/15,Ranger Danger,"4,117","6,573","5,017","19,166","$9,263",669,3.49%,$0.48,$13.85
7/13/15,Queen Bee,128,"3,477","2,989","10,091","$2,331",66,0.65%,$0.23,$35.31
7/14/15,Z Force,340,"1,725","1,031","5,658","$4,136",307,5.43%,$0.73,$13.47
7/14/15,Ranger Danger,"3,678","6,455","5,078","19,325","$7,669",608,3.15%,$0.40,$12.61
7/14/15,Queen Bee,124,"3,306","2,868","10,057","$2,206",75,0.75%,$0.22,$29.41
7/15/15,Z Force,330,"1,669","1,012","5,752","$4,513",313,5.44%,$0.78,$14.42
7/15/15,Ranger Danger,"4,039","6,987","5,306","19,892","$6,191",559,2.81%,$0.31,$11.08
7/15/15,Queen Bee,126,"3,279","2,840","10,166","$1,708",61,0.60%,$0.17,$28.00
7/16/15,Z Force,338,"2,793","1,325","7,407","$26,431",889,12.00%,$3.57,$29.73
7/16/15,Ranger Danger,"1,281","6,568","4,127","22,679","$50,776","2,157",9.51%,$2.24,$23.54
7/16/15,Queen Bee,73,"3,041","2,419","9,712","$6,160",128,1.32%,$0.63,$48.13
7/17/15,Z Force,422,"2,419","1,636","7,723","$17,461",761,9.85%,$2.26,$22.94
7/17/15,Ranger Danger,"4,431","9,492","6,754","23,687","$41,644","2,116",8.93%,$1.76,$19.68
7/17/15,Queen Bee,111,"3,675","3,109","10,399","$3,293",84,0.81%,$0.32,$39.20
7/18/15,Z Force,432,"2,284","1,562","7,427","$12,747",659,8.87%,$1.72,$19.34
7/18/15,Ranger Danger,"2,829","10,214","8,103","24,465","$34,222","1,760",7.19%,$1.40,$19.44
7/18/15,Queen Bee,97,"4,929","4,291","10,650","$13,712",290,2.72%,$1.29,$47.28
7/19/15,Z Force,466,"2,295","1,520","7,511","$12,402",609,8.11%,$1.65,$20.36
7/19/15,Ranger Danger,"4,150","9,826","7,568","26,268","$29,944","1,705",6.49%,$1.14,$17.56
7/19/15,Queen Bee,105,"4,122","3,448","10,354","$1,973",71,0.69%,$0.19,$27.79
7/20/15,Z Force,419,"2,220","1,461","7,632","$12,102",583,7.64%,$1.59,$20.76
7/20/15,Ranger Danger,"4,717","9,777","7,043","25,765","$25,066","1,391",5.40%,$0.97,$18.02
7/20/15,Queen Bee,152,"3,387","2,960","10,088","$2,084",63,0.63%,$0.21,$33.08
7/21/15,Z Force,458,"2,231","1,405","7,540","$8,858",490,6.50%,$1.17,$18.08
7/21/15,Ranger Danger,"3,192","7,380","4,599","22,603","$23,405","1,298",5.74%,$1.04,$18.03
7/21/15,Queen Bee,146,"3,343","2,889","10,121","$2,658",59,0.58%,$0.26,$45.06
7/22/15,Z Force,431,"2,199","1,345","7,058","$10,821",510,7.23%,$1.53,$21.22
7/22/15,Ranger Danger,"4,595","9,351","6,021","23,790","$22,511","1,317",5.54%,$0.95,$17.09
7/22/15,Queen Bee,127,"2,961","2,627","9,813","$2,473",62,0.63%,$0.25,$39.88
7/23/15,Z Force,475,"2,176","1,384","7,430","$10,798",543,7.31%,$1.45,$19.89
7/23/15,Ranger Danger,"4,429","9,516","7,082","25,872","$22,022","1,422",5.50%,$0.85,$15.49
7/23/15,Queen Bee,75,"2,948","2,488","9,678","$4,271",121,1.25%,$0.44,$35.30
7/24/15,Z Force,455,"2,242","1,431","7,484","$11,508",552,7.38%,$1.54,$20.85
7/24/15,Ranger Danger,"5,458","10,026","7,986","26,778","$67,568","2,558",9.55%,$2.52,$26.41
7/24/15,Queen Bee,86,"3,392","3,013","9,986","$3,686",100,1.00%,$0.37,$36.86
7/25/15,Z Force,524,"2,152","1,462","7,323","$10,180",569,7.77%,$1.39,$17.89
7/25/15,Ranger Danger,"4,262","10,822","8,609","25,836","$48,466","2,140",8.28%,$1.88,$22.65
7/25/15,Queen Bee,103,"4,590","3,896","10,460","$3,432",87,0.83%,$0.33,$39.44
7/26/15,Z Force,483,"2,187","1,447","7,284","$9,121",504,6.92%,$1.25,$18.10
7/26/15,Ranger Danger,"4,693","9,426","7,434","27,046","$42,636","1,945",7.19%,$1.58,$21.92
7/26/15,Queen Bee,108,"4,455","3,771","10,456","$2,222",77,0.74%,$0.21,$28.86
7/27/15,Z Force,496,"2,113","1,378","7,298","$9,494",530,7.26%,$1.30,$17.91
7/27/15,Ranger Danger,"5,470","9,992","7,426","26,429","$39,834","1,786",6.76%,$1.51,$22.30
7/27/15,Queen Bee,124,"3,505","3,008","10,047","$2,024",55,0.55%,$0.20,$36.79
7/28/15,Z Force,474,"2,078","1,350","7,266","$7,312",439,6.04%,$1.01,$16.66
7/28/15,Ranger Danger,"4,852","9,201","7,383","26,132","$33,250","1,656",6.34%,$1.27,$20.08
7/28/15,Queen Bee,102,"3,293","2,849","10,027","$1,452",51,0.51%,$0.14,$28.48
7/29/15,Z Force,505,"2,022","1,215","6,974","$7,527",366,5.25%,$1.08,$20.56
7/29/15,Ranger Danger,"2,955","7,016","3,913","22,456","$28,627","1,468",6.54%,$1.27,$19.50
7/29/15,Queen Bee,110,"3,478","2,905","9,917","$2,618",78,0.79%,$0.26,$33.56
7/30/15,Z Force,472,"1,998","1,239","6,631","$8,790",411,6.20%,$1.33,$21.39
7/30/15,Ranger Danger,"3,469","7,355","5,806","22,515","$37,130","1,642",7.29%,$1.65,$22.61
7/30/15,Queen Bee,98,"3,250","2,827","9,895","$11,326",156,1.58%,$1.14,$72.60
7/31/15,Z Force,465,"2,071","1,311","6,882","$9,417",450,6.54%,$1.37,$20.93
7/31/15,Ranger Danger,"3,021","8,726","6,572","21,649","$32,350","1,578",7.29%,$1.49,$20.50
7/31/15,Queen Bee,88,"3,413","2,870","10,062","$9,381",162,1.61%,$0.93,$57.90
8/1/15,Z Force,429,"1,996","1,326","6,698","$8,574",461,6.88%,$1.28,$18.60
8/1/15,Ranger Danger,"1,274","8,186","6,657","20,484","$19,533","1,245",6.08%,$0.95,$15.69
8/1/15,Queen Bee,83,"4,953","4,293","10,586","$16,586",290,2.74%,$1.57,$57.19
8/2/15,Z Force,482,"1,926","1,299","6,757","$8,039",428,6.33%,$1.19,$18.78
8/2/15,Ranger Danger,"2,743","7,565","5,792","21,649","$18,592","1,239",5.72%,$0.86,$15.01
8/2/15,Queen Bee,99,"3,653","3,125","10,005","$4,836",99,0.99%,$0.48,$48.85
8/3/15,Z Force,372,"1,982","1,264","6,536","$8,012",448,6.85%,$1.23,$17.88
8/3/15,Ranger Danger,"3,342","7,614","5,465","22,147","$17,557","1,122",5.07%,$0.79,$15.65
8/3/15,Queen Bee,83,"3,245","2,800","9,625","$4,517",79,0.82%,$0.47,$57.17
8/4/15,Z Force,346,"1,879","1,219","6,378","$8,408",424,6.65%,$1.32,$19.83
8/4/15,Ranger Danger,"4,676","8,867","6,606","23,502","$16,263","1,099",4.68%,$0.69,$14.80
8/4/15,Queen Bee,85,"3,226","2,804","9,659","$6,000",98,1.02%,$0.62,$61.23
8/5/15,Z Force,368,"1,911","1,136","6,343","$7,321",377,5.94%,$1.15,$19.42
8/5/15,Ranger Danger,"3,885","7,740","5,353","23,379","$15,426","1,117",4.78%,$0.66,$13.81
8/5/15,Queen Bee,96,"3,265","2,859","9,539","$5,031",92,0.96%,$0.53,$54.69
8/6/15,Z Force,387,"1,945","1,243","6,586","$8,724",434,6.59%,$1.32,$20.10
8/6/15,Ranger Danger,"4,788","8,517","6,752","24,633","$17,413","1,224",4.97%,$0.71,$14.23
8/6/15,Queen Bee,99,"2,799","1,955","9,182","$9,763",174,1.90%,$1.06,$56.11
8/7/15,Z Force,391,"2,022","1,322","6,692","$7,757",406,6.07%,$1.16,$19.11
8/7/15,Ranger Danger,"4,788","10,064","7,657","25,615","$18,734","1,328",5.18%,$0.73,$14.11
8/7/15,Queen Bee,151,"3,208","2,782","9,899","$6,429",163,1.65%,$0.65,$39.44
8/8/15,Z Force,420,"2,068","1,311","6,487","$7,638",439,6.77%,$1.18,$17.40
8/8/15,Ranger Danger,"2,947","9,449","7,954","23,889","$17,406","1,309",5.48%,$0.73,$13.30
8/8/15,Queen Bee,180,"4,556","4,015","10,354","$14,454",348,3.36%,$1.40,$41.53
8/9/15,Z Force,402,"1,972","1,303","6,560","$7,743",405,6.17%,$1.18,$19.12
8/9/15,Ranger Danger,"3,862","7,889","6,401","24,871","$17,623","1,300",5.23%,$0.71,$13.56
8/9/15,Queen Bee,141,"3,447","2,902","9,941","$6,389",164,1.65%,$0.64,$38.96
8/10/15,Z Force,424,"2,028","1,260","6,504","$9,021",437,6.72%,$1.39,$20.64
8/10/15,Ranger Danger,"4,607","8,083","6,174","23,675","$16,655","1,162",4.91%,$0.70,$14.33
8/10/15,Queen Bee,125,"2,916","2,553","9,563","$3,128",94,0.98%,$0.33,$33.28
8/11/15,Z Force,392,"1,934","1,241","6,461","$7,632",397,6.15%,$1.18,$19.23
8/11/15,Ranger Danger,"3,894","7,870","6,174","23,345","$15,277","1,156",4.95%,$0.65,$13.22
8/11/15,Queen Bee,81,"3,018","2,572","9,474","$2,385",54,0.57%,$0.25,$44.17
8/12/15,Z Force,399,"1,878","1,180","6,375","$7,666",390,6.12%,$1.20,$19.66
8/12/15,Ranger Danger,"4,675","8,272","6,399","23,266","$16,720","1,238",5.32%,$0.72,$13.51
8/12/15,Queen Bee,99,"2,820","2,447","9,453","$2,376",62,0.66%,$0.25,$38.32
8/13/15,Z Force,436,"1,926","1,166","6,201","$6,137",355,5.73%,$0.99,$17.29
8/13/15,Ranger Danger,"3,748","7,396","5,018","21,915","$13,948","1,019",4.65%,$0.64,$13.69
8/13/15,Queen Bee,89,"2,524","1,842","8,717","$6,761",183,2.10%,$0.78,$36.95
8/14/15,Z Force,439,"1,981","1,241","6,499","$8,166",390,6.00%,$1.26,$20.94
8/14/15,Ranger Danger,"5,060","8,553","6,431","23,107","$13,848",985,4.26%,$0.60,$14.06
8/14/15,Queen Bee,102,"2,812","2,439","9,225","$7,117",212,2.30%,$0.77,$33.57
8/15/15,Z Force,497,"1,929","1,321","6,465","$8,420",372,5.75%,$1.30,$22.63
8/15/15,Ranger Danger,"2,805","8,411","5,376","21,450","$14,429","1,065",4.97%,$0.67,$13.55
8/15/15,Queen Bee,101,"3,258","2,172","9,129","$5,127",149,1.63%,$0.56,$34.41
8/16/15,Z Force,574,"1,921","1,260","6,529","$6,632",394,6.04%,$1.02,$16.83
8/16/15,Ranger Danger,"4,209","7,873","6,352","24,007","$16,187","1,139",4.74%,$0.67,$14.21
8/16/15,Queen Bee,109,"4,548","3,856","9,928","$15,446",251,2.53%,$1.56,$61.54
8/17/15,Z Force,523,"1,893","1,198","6,440","$6,902",392,6.09%,$1.07,$17.61
8/17/15,Ranger Danger,"4,817","8,722","6,660","23,326","$14,351","1,010",4.33%,$0.62,$14.21
8/17/15,Queen Bee,84,"2,909","2,517","9,314","$1,498",39,0.42%,$0.16,$38.40
8/18/15,Z Force,397,"1,997","1,206","6,611","$6,382",376,5.69%,$0.97,$16.97
8/18/15,Ranger Danger,"4,026","7,823","6,177","23,113","$13,537",965,4.18%,$0.59,$14.03
8/18/15,Queen Bee,108,"2,856","2,427","9,172","$2,173",54,0.59%,$0.24,$40.24
8/19/15,Z Force,440,"1,876","1,172","6,613","$5,734",365,5.52%,$0.87,$15.71
8/19/15,Ranger Danger,"1,175","5,943","3,514","20,266","$75,511","2,170",10.71%,$3.73,$34.80
8/19/15,Queen Bee,103,"2,842","2,386","9,119","$1,983",45,0.49%,$0.22,$44.07
8/20/15,Z Force,361,"1,987",989,"6,391","$32,098",715,11.19%,$5.02,$44.89
8/20/15,Ranger Danger,"3,144","7,009","4,778","20,615","$47,178","1,761",8.54%,$2.29,$26.79
8/20/15,Queen Bee,109,"2,171","1,776","8,375","$1,506",46,0.55%,$0.18,$32.74
8/21/15,Z Force,416,"2,044",992,"6,692","$16,259",539,8.05%,$2.43,$30.16
8/21/15,Ranger Danger,"4,427","8,251","5,905","23,601","$37,967","1,544",6.54%,$1.61,$24.59
8/21/15,Queen Bee,98,"2,896","2,315","8,586","$1,177",51,0.59%,$0.14,$23.07
8/22/15,Z Force,406,"1,893","1,231","6,441","$13,088",538,8.35%,$2.03,$24.33
8/22/15,Ranger Danger,"3,957","8,384","6,441","24,779","$29,845","1,459",5.89%,$1.20,$20.46
8/22/15,Queen Bee,125,"4,170","3,594","9,118","$7,158",141,1.55%,$0.79,$50.77
8/23/15,Z Force,429,"1,850","1,230","6,485","$11,104",497,7.66%,$1.71,$22.34
8/23/15,Ranger Danger,"4,924","9,003","6,729","26,161","$26,271","1,396",5.34%,$1.00,$18.82
8/23/15,Queen Bee,115,"2,946","2,530","8,685","$2,951",72,0.83%,$0.34,$40.98
8/24/15,Z Force,400,"1,747","1,077","5,969","$10,273",473,7.92%,$1.72,$21.72
8/24/15,Ranger Danger,"5,216","9,359","6,909","25,667","$24,899","1,240",4.83%,$0.97,$20.08
8/24/15,Queen Bee,119,"2,568","2,213","8,356","$2,265",43,0.52%,$0.27,$52.67
8/25/15,Z Force,342,"1,701","1,053","5,746","$8,883",408,7.10%,$1.55,$21.77
8/25/15,Ranger Danger,"4,223","8,455","6,552","24,576","$20,793","1,119",4.55%,$0.85,$18.58
8/25/15,Queen Bee,93,"2,516","2,184","8,334","$1,118",38,0.46%,$0.13,$29.43
8/26/15,Z Force,311,"1,639",962,"5,560","$8,490",357,6.42%,$1.53,$23.78
8/26/15,Ranger Danger,"4,852","9,179","6,024","24,069","$25,753","1,163",4.83%,$1.07,$22.14
8/26/15,Queen Bee,101,"2,512","2,148","8,302","$1,034",39,0.47%,$0.12,$26.52
8/27/15,Z Force,346,"1,642","1,004","5,585","$10,361",391,7.00%,$1.86,$26.50
8/27/15,Ranger Danger,"4,366","8,544","6,424","24,061","$24,569","1,211",5.03%,$1.02,$20.29
8/27/15,Queen Bee,77,"2,475","1,827","8,286","$1,312",35,0.42%,$0.16,$37.47
8/28/15,Z Force,319,"1,829","1,098","5,811","$9,630",432,7.43%,$1.66,$22.29
8/28/15,Ranger Danger,"4,393","8,630","6,563","23,701","$25,862","1,184",5.00%,$1.09,$21.84
8/28/15,Queen Bee,76,"2,874","2,540","8,651","$1,532",52,0.60%,$0.18,$29.45
8/29/15,Z Force,399,"1,762","1,187","5,946","$9,035",438,7.37%,$1.52,$20.63
8/29/15,Ranger Danger,"4,379","8,264","6,597","23,910","$23,471","1,211",5.07%,$0.98,$19.38
8/29/15,Queen Bee,93,"3,346","2,886","8,839","$1,485",39,0.44%,$0.17,$38.07
8/30/15,Z Force,366,"1,758","1,151","5,818","$8,072",409,7.03%,$1.39,$19.74
8/30/15,Ranger Danger,"4,281","7,958","6,331","23,648","$20,165","1,103",4.66%,$0.85,$18.28
8/30/15,Queen Bee,120,"3,043","2,566","8,713",$922,40,0.46%,$0.11,$23.06
8/31/15,Z Force,290,"1,604",960,"5,267","$9,514",376,7.14%,$1.81,$25.30
8/31/15,Ranger Danger,"3,942","7,796","5,793","21,997","$18,548",978,4.45%,$0.84,$18.97
8/31/15,Queen Bee,124,"2,669","2,121","8,351","$1,802",38,0.46%,$0.22,$47.42
9/1/15,Z Force,289,"1,501",928,"5,164","$8,451",386,7.48%,$1.64,$21.89
9/1/15,Ranger Danger,"3,949","7,321","5,589","21,324","$17,967",980,4.60%,$0.84,$18.33
9/1/15,Queen Bee,106,"2,618","2,250","8,371","$1,508",43,0.51%,$0.18,$35.07
9/2/15,Z Force,246,"1,431",808,"4,973","$7,253",311,6.25%,$1.46,$23.32
9/2/15,Ranger Danger,"3,449","7,048","4,734","20,033","$15,243",869,4.34%,$0.76,$17.54
9/2/15,Queen Bee,84,"2,661","2,291","8,234","$1,086",38,0.46%,$0.13,$28.59
9/3/15,Z Force,253,"1,485",888,"4,979","$8,240",335,6.73%,$1.65,$24.60
9/3/15,Ranger Danger,"3,640","7,160","5,331","20,089","$16,841",850,4.23%,$0.84,$19.81
9/3/15,Queen Bee,69,"2,227","1,846","7,966","$1,383",33,0.41%,$0.17,$41.90
9/4/15,Z Force,300,"1,817","1,082","5,551","$9,382",375,6.76%,$1.69,$25.02
9/4/15,Ranger Danger,"3,242","7,680","5,661","20,218","$20,166","1,012",5.01%,$1.00,$19.93
9/4/15,Queen Bee,75,"2,786","2,341","8,362","$2,147",57,0.68%,$0.26,$37.66
9/5/15,Z Force,370,"1,806","1,209","5,949","$8,554",393,6.61%,$1.44,$21.77
9/5/15,Ranger Danger,"3,956","8,070","6,166","21,876","$19,390","1,028",4.70%,$0.89,$18.86
9/5/15,Queen Bee,94,"4,107","3,574","9,012","$14,979",229,2.54%,$1.66,$65.41
9/6/15,Z Force,375,"1,828","1,224","5,844","$8,478",445,7.62%,$1.45,$19.05
9/6/15,Ranger Danger,"4,034","7,904","6,026","21,531","$17,015",983,4.57%,$0.79,$17.31
9/6/15,Queen Bee,126,"3,436","2,893","8,617","$2,779",89,1.03%,$0.32,$31.22
9/7/15,Z Force,378,"1,751","1,189","5,892","$10,224",459,7.79%,$1.74,$22.27
9/7/15,Ranger Danger,"4,274","8,155","6,208","21,957","$16,441","1,029",4.69%,$0.75,$15.98
9/7/15,Queen Bee,92,"3,000","2,475","8,511","$3,158",93,1.09%,$0.37,$33.95
9/8/15,Z Force,241,"1,399",852,"4,888","$7,588",315,6.44%,$1.55,$24.09
9/8/15,Ranger Danger,"4,056","7,163","5,669","20,215","$12,281",804,3.98%,$0.61,$15.27
9/8/15,Queen Bee,119,"2,724","2,243","8,221","$1,189",30,0.37%,$0.14,$39.62
9/9/15,Z Force,262,"1,358",770,"4,737","$5,375",260,5.49%,$1.13,$20.67
9/9/15,Ranger Danger,"4,017","7,321","5,585","19,657","$11,580",737,3.75%,$0.59,$15.71
9/9/15,Queen Bee,108,"2,580","2,155","8,117","$1,024",34,0.42%,$0.13,$30.11
9/10/15,Z Force,209,"1,302",778,"4,425","$5,407",276,6.24%,$1.22,$19.59
9/10/15,Ranger Danger,"3,967","7,256","5,099","19,081","$11,909",683,3.58%,$0.62,$17.44
9/10/15,Queen Bee,90,"2,287","1,855","7,801","$1,190",39,0.50%,$0.15,$30.52
9/11/15,Z Force,258,"1,694",944,"5,144","$8,827",358,6.96%,$1.72,$24.66
9/11/15,Ranger Danger,"3,133","7,202","5,545","19,024","$14,121",807,4.24%,$0.74,$17.50
9/11/15,Queen Bee,145,"2,638","2,277","8,297","$1,449",50,0.60%,$0.17,$28.97
9/12/15,Z Force,360,"1,724","1,121","5,706","$7,468",404,7.08%,$1.31,$18.48
9/12/15,Ranger Danger,"4,043","7,595","5,975","20,992","$15,523",922,4.39%,$0.74,$16.84
9/12/15,Queen Bee,154,"3,191","2,751","8,492","$1,216",44,0.52%,$0.14,$27.63
9/13/15,Z Force,357,"1,615","1,044","5,529","$8,414",381,6.89%,$1.52,$22.08
9/13/15,Ranger Danger,"3,451","7,277","6,075","19,962","$13,738",811,4.06%,$0.69,$16.94
9/13/15,Queen Bee,105,"3,106","2,609","8,541","$1,195",40,0.47%,$0.14,$29.88
9/14/15,Z Force,301,"1,489",843,"5,146","$8,636",333,6.47%,$1.68,$25.93
9/14/15,Ranger Danger,"4,056","7,174","5,499","19,246","$11,382",727,3.78%,$0.59,$15.66
9/14/15,Queen Bee,87,"2,525","2,169","8,158","$1,038",28,0.34%,$0.13,$37.08
9/15/15,Z Force,239,"1,378",789,"4,721","$6,145",306,6.48%,$1.30,$20.08
9/15/15,Ranger Danger,"3,825","6,851","5,342","18,574","$12,121",705,3.80%,$0.65,$17.19
9/15/15,Queen Bee,101,"2,530","2,143","8,190",$484,21,0.26%,$0.06,$23.05
9/16/15,Z Force,223,"1,479",816,"4,879","$22,989",560,11.48%,$4.71,$41.05
9/16/15,Ranger Danger,"2,341","5,406","3,139","16,786","$22,114","1,093",6.51%,$1.32,$20.23
9/16/15,Queen Bee,128,"2,408","2,091","8,156",$991,25,0.31%,$0.12,$39.63
9/17/15,Z Force,234,"1,561",916,"4,993","$11,706",414,8.29%,$2.34,$28.28
9/17/15,Ranger Danger,"3,044","5,186","3,874","15,912","$16,720",969,6.09%,$1.05,$17.25
9/17/15,Queen Bee,"1,033","3,084","2,171","11,607","$7,133",128,1.10%,$0.61,$55.73
9/18/15,Z Force,382,"1,782","1,030","5,567","$9,869",404,7.26%,$1.77,$24.43
9/18/15,Ranger Danger,"2,373","5,175","3,943","16,125","$13,968",899,5.58%,$0.87,$15.54
9/18/15,Queen Bee,745,"3,641","3,107","12,843","$7,911",163,1.27%,$0.62,$48.53
9/19/15,Z Force,497,"1,819","1,218","6,133","$9,618",427,6.96%,$1.57,$22.53
9/19/15,Ranger Danger,"3,501","6,274","4,605","17,435","$14,435",970,5.56%,$0.83,$14.88
9/19/15,Queen Bee,512,"4,043","3,392","12,581","$4,139",129,1.03%,$0.33,$32.09
9/20/15,Z Force,397,"1,707","1,151","5,892","$8,207",397,6.74%,$1.39,$20.67
9/20/15,Ranger Danger,"3,517","6,605","5,178","18,147","$12,793",925,5.10%,$0.70,$13.83
9/20/15,Queen Bee,420,"4,096","3,323","12,154","$5,578",107,0.88%,$0.46,$52.13
9/21/15,Z Force,281,"1,511",892,"5,155","$8,068",337,6.54%,$1.57,$23.94
9/21/15,Ranger Danger,"3,182","6,046","4,750","16,433","$11,094",705,4.29%,$0.68,$15.74
9/21/15,Queen Bee,381,"3,396","2,869","11,615","$2,876",88,0.76%,$0.25,$32.68
9/22/15,Z Force,746,"1,667",943,"5,842","$7,234",316,5.41%,$1.24,$22.89
9/22/15,Ranger Danger,"3,115","5,395","4,380","15,998","$9,376",634,3.96%,$0.59,$14.79
9/22/15,Queen Bee,294,"3,280","2,782","11,220","$3,243",86,0.77%,$0.29,$37.71
9/23/15,Z Force,817,"1,639",934,"6,035","$6,345",310,5.14%,$1.05,$20.47
9/23/15,Ranger Danger,"1,651","4,113","2,136","14,113","$9,615",658,4.66%,$0.68,$14.61
9/23/15,Queen Bee,252,"3,353","2,802","10,874","$2,878",80,0.74%,$0.26,$35.97
9/24/15,Z Force,621,"1,700",966,"5,919","$8,918",332,5.61%,$1.51,$26.86
9/24/15,Ranger Danger,"3,296","5,472","3,655","14,542","$8,750",628,4.32%,$0.60,$13.93
9/24/15,Queen Bee,230,"3,008","2,142","10,391","$4,061",141,1.36%,$0.39,$28.80
9/25/15,Z Force,581,"1,849","1,088","6,303","$8,293",364,5.78%,$1.32,$22.78
9/25/15,Ranger Danger,"2,605","5,520","3,996","15,226","$14,969",796,5.23%,$0.98,$18.81
9/25/15,Queen Bee,278,"3,738","3,158","11,312","$6,586",198,1.75%,$0.58,$33.26
9/26/15,Z Force,679,"1,899","1,295","6,896","$9,085",417,6.05%,$1.32,$21.79
9/26/15,Ranger Danger,"2,002","5,562","4,725","15,758","$13,725",835,5.30%,$0.87,$16.44
9/26/15,Queen Bee,302,"4,240","3,486","11,672","$4,038",140,1.20%,$0.35,$28.84
9/27/15,Z Force,581,"1,853","1,261","6,673","$7,903",372,5.58%,$1.18,$21.24
9/27/15,Ranger Danger,"2,588","5,547","4,510","16,112","$11,352",761,4.72%,$0.70,$14.92
9/27/15,Queen Bee,310,"4,391","3,418","11,674","$3,835",129,1.11%,$0.33,$29.73
9/28/15,Z Force,374,"1,679",974,"5,705","$5,356",296,5.19%,$0.94,$18.09
9/28/15,Ranger Danger,"3,185","5,584","4,177","15,482","$10,235",654,4.22%,$0.66,$15.65
9/28/15,Queen Bee,274,"3,871","3,020","11,271","$3,050",115,1.02%,$0.27,$26.52
9/29/15,Z Force,342,"1,609",948,"5,559","$6,772",295,5.31%,$1.22,$22.96
9/29/15,Ranger Danger,"3,290","5,261","4,064","15,311","$9,361",620,4.05%,$0.61,$15.10
9/29/15,Queen Bee,250,"3,758","2,960","11,096","$2,890",89,0.80%,$0.26,$32.47
9/30/15,Z Force,322,"1,591",880,"5,433","$6,145",270,4.97%,$1.13,$22.76
9/30/15,Ranger Danger,"3,232","5,055","2,933","14,378","$7,401",574,3.99%,$0.51,$12.89
9/30/15,Queen Bee,223,"3,749","2,945","10,884","$3,743",97,0.89%,$0.34,$38.59
10/1/15,Z Force,292,"1,569",902,"5,354","$7,656",300,5.60%,$1.43,$25.52
